timestamp,demand_actual,demand_p5,demand_p50,demand_p95,demand_mean
2026-01-18 16:00:00,1297.0325,1059.3198322048067,1225.6927828946605,1387.148152139959,1227.1290788467852
2026-01-18 17:00:00,1268.845,1022.6902633480819,1189.7089033503794,1345.7279697536453,1190.7943572550062
2026-01-18 18:00:00,1235.245,995.9478595210566,1158.6845380200923,1316.86303078117,1157.6603589805043
2026-01-18 19:00:00,1189.9850000000001,941.6060885928988,1113.0201784568308,1269.6010429192986,1108.3456088138732
2026-01-18 20:00:00,1142.1950000000002,879.3811451770406,1042.5812497611087,1195.9984790841158,1039.6296848264515
2026-01-18 21:00:00,1081.5825,807.2124154042198,967.5357971624894,1127.0000498475954,965.0158386766495
2026-01-18 22:00:00,1074.92,760.9624666921851,919.3682654064114,1088.2415991529056,920.8629669277972
2026-01-18 23:00:00,1067.33,722.8009456725264,889.1161110172327,1052.4672129708767,889.74085922031
2026-01-19 00:00:00,1088.685,797.2681331674985,937.5407635441439,1083.5227461024128,936.5008920833591
2026-01-19 01:00:00,1121.1725000000001,796.2208905139253,929.1804304316215,1085.0675574995873,932.365044064902
2026-01-19 02:00:00,1156.6825,801.132338512197,929.3878859623585,1076.2262216272948,934.5629471522948
